700.36,0.727,-602
701.23,0.728,-602
702.11,0.729,-602
702.98,0.729,-602
703.86,0.728,-602
704.73,0.726,-602
705.61,0.727,-602
706.48,0.727,-602
707.35,0.726,-602
708.23,0.728,-602
709.1,0.726,-602
709.98,0.728,-602
710.85,0.726,-602
711.73,0.726,-602
712.6,0.727,-602
713.48,0.726,-603
714.35,0.725,-602
715.23,0.728,-602
716.1,0.725,-602
716.98,0.726,-602
717.85,0.725,-602
718.72,0.724,-602
719.6,0.724,-602
720.47,0.724,-602
721.35,0.725,-602
722.22,0.722,-602
723.1,0.722,-602
723.97,0.721,-602
724.85,0.719,-602
725.72,0.721,-602
726.6,0.721,-602
727.47,0.719,-602
728.34,0.719,-602
729.22,0.719,-602
730.09,0.718,-602
730.97,0.718,-602
731.84,0.718,-602
732.72,0.718,-602
733.59,0.716,-602
734.47,0.717,-602
735.34,0.716,-602
736.22,0.717,-602
737.09,0.716,-602
737.96,0.716,-602
738.84,0.715,-602
739.71,0.715,-602
740.59,0.715,-602
741.46,0.714,-602
742.34,0.716,-602
743.21,0.714,-602
744.09,0.714,-602
744.96,0.713,-602
745.84,0.714,-602
746.71,0.713,-602
747.58,0.709,-602
748.46,0.712,-602
749.33,0.711,-602
750.21,0.712,-602
751.08,0.71,-602
751.96,0.71,-602
752.83,0.71,-602
753.71,0.71,-602
754.58,0.711,-602
755.46,0.709,-602
756.33,0.709,-602
757.2,0.709,-602
758.08,0.71,-602
758.95,0.708,-602
759.83,0.706,-602
760.7,0.707,-602
761.58,0.706,-602
762.45,0.706,-602
763.33,0.706,-602
764.2,0.706,-602
765.08,0.705,-602
765.95,0.705,-602
766.82,0.705,-602
767.7,0.705,-602
768.57,0.702,-602
769.45,0.702,-602
770.32,0.703,-602
771.2,0.702,-602
772.07,0.702,-602
772.95,0.702,-602
773.82,0.702,-602
774.69,0.702,-602
775.57,0.7,-602
776.44,0.7,-602
777.32,0.698,-602
778.19,0.698,-602
779.07,0.698,-602
779.94,0.699,-602
780.82,0.699,-602
781.69,0.698,-602
782.57,0.697,-602
783.44,0.696,-602
784.31,0.696,-602
785.19,0.695,-602
786.06,0.695,-602
786.94,0.694,-602
787.81,0.695,-602
788.69,0.692,-602
789.56,0.693,-602
790.44,0.692,-602
791.31,0.691,-602
792.19,0.69,-602
793.06,0.69,-602
793.93,0.69,-602
794.81,0.688,-602
795.68,0.689,-602
796.56,0.69,-602
797.43,0.688,-602
798.31,0.687,-602
799.18,0.687,-602
800.06,0.686,-602
800.93,0.686,-602
801.81,0.685,-602
802.68,0.683,-602
803.55,0.683,-602
804.43,0.684,-602
805.3,0.683,-602
806.18,0.681,-602
807.05,0.678,-602
807.93,0.684,-602
808.8,0.679,-602
809.68,0.677,-602
810.55,0.678,-602
811.43,0.675,-602
812.3,0.675,-602
813.17,0.675,-602
814.05,0.672,-602
814.92,0.671,-602
815.8,0.671,-602
816.67,0.67,-602
817.55,0.667,-602
818.42,0.668,-602
819.3,0.666,-602
820.17,0.666,-602
821.05,0.664,-602
821.92,0.661,-602
822.79,0.659,-602
823.67,0.658,-602
824.54,0.656,-602
825.42,0.654,-602
826.29,0.655,-602
827.17,0.652,-602
828.04,0.651,-602
828.92,0.648,-602
829.79,0.646,-602
830.67,0.644,-602
831.54,0.64,-602
832.41,0.639,-602
833.29,0.636,-602
834.16,0.635,-602
835.04,0.634,-602
835.91,0.632,-602
836.79,0.629,-602
837.66,0.627,-602
838.54,0.626,-602
839.41,0.623,-602
840.29,0.62,-602
841.16,0.618,-602
842.03,0.614,-602
842.91,0.611,-602
843.78,0.61,-602
844.66,0.608,-602
845.53,0.606,-602
846.41,0.601,-602
847.28,0.598,-602
848.16,0.598,-602
849.03,0.594,-602
849.9,0.589,-602
850.78,0.586,-602
851.65,0.584,-602
852.53,0.577,-602
853.4,0.575,-602
854.28,0.569,-602
855.15,0.566,-602
856.03,0.565,-602
856.9,0.557,-602
857.78,0.553,-602
858.65,0.548,-602
859.52,0.542,-602
860.4,0.537,-602
861.27,0.531,-602
862.15,0.523,-602
863.02,0.517,-602
863.9,0.51,-602
864.77,0.503,-602
865.65,0.497,-602
866.52,0.484,-602
867.4,0.475,-602
868.27,0.463,-602
869.14,0.455,-602
870.02,0.444,-602
870.89,0.436,-602
871.77,0.426,-599
872.64,0.426,-594
873.5,0.422,-586
874.35,0.421,-576
875.19,0.42,-567
876.01,0.414,-559
876.83,0.416,-553
877.63,0.413,-546
878.42,0.412,-540
879.21,0.411,-534
879.98,0.408,-527
880.75,0.406,-519
881.5,0.404,-513
882.25,0.405,-507
882.98,0.403,-501
883.71,0.401,-495
884.43,0.401,-491
885.14,0.399,-486
885.85,0.397,-479
886.55,0.396,-477
887.24,0.39,-455
887.9,0.39,-448
888.55,0.387,-431
889.18,0.383,-421
889.79,0.388,-439
890.43,0.387,-433
891.05,0.386,-427
891.67,0.384,-425
892.29,0.383,-420
892.9,0.383,-414
893.5,0.38,-408
894.1,0.379,-402
894.68,0.376,-397
895.26,0.375,-391
895.83,0.375,-385
896.38,0.372,-377
896.93,0.371,-372
897.47,0.369,-366
898,0.366,-356
898.52,0.365,-350
899.03,0.361,-334
899.52,0.359,-329
899.99,0.358,-322
900.46,0.356,-320
900.93,0.355,-312
901.38,0.352,-304
901.82,0.35,-294
902.25,0.349,-286
902.66,0.346,-280
903.07,0.344,-274
903.47,0.343,-268
903.86,0.341,-263
904.24,0.34,-258
904.61,0.339,-252
904.98,0.337,-247
905.34,0.337,-244
905.69,0.334,-238
906.04,0.333,-234
906.38,0.33,-229
906.71,0.329,-223
907.04,0.327,-218
907.35,0.327,-214
907.66,0.325,-210
907.97,0.325,-206
908.27,0.323,-202
908.56,0.322,-198
908.85,0.321,-196
909.13,0.32,-193
909.41,0.319,-190
909.69,0.319,-188
909.96,0.317,-186
910.23,0.318,-184
910.5,0.317,-181
910.76,0.316,-179
911.02,0.315,-177
911.28,0.314,-175
911.53,0.314,-172
911.78,0.313,-170
912.03,0.313,-168
912.28,0.311,-166
912.52,0.31,-164
912.76,0.311,-162
912.99,0.311,-161
913.22,0.31,-159
913.46,0.309,-157
913.68,0.308,-155
913.91,0.307,-154
914.13,0.307,-152
914.35,0.306,-151
914.57,0.306,-150
914.79,0.306,-148
915.01,0.306,-147
915.22,0.305,-146
915.43,0.305,-145
915.64,0.304,-144
915.85,0.303,-143
916.06,0.302,-142
916.26,0.303,-142
916.47,0.303,-141
916.68,0.302,-140
916.88,0.302,-139
917.08,0.301,-138
917.28,0.302,-137
917.48,0.302,-137
917.68,0.301,-136
917.88,0.301,-136
918.07,0.3,-135
918.27,0.3,-134
918.47,0.301,-133
918.66,0.301,-133
918.85,0.3,-132
919.04,0.3,-132
919.24,0.3,-131
919.43,0.299,-131
919.62,0.299,-130
919.81,0.298,-129
919.99,0.299,-129
920.18,0.298,-129
920.37,0.299,-128
920.55,0.298,-127
920.74,0.297,-127
920.92,0.298,-126
921.11,0.297,-126
921.29,0.296,-126
921.47,0.297,-126
921.65,0.297,-125
921.84,0.297,-125
922.02,0.297,-125
922.2,0.298,-124
922.38,0.297,-125
922.56,0.297,-123
922.74,0.296,-123
922.92,0.296,-122
923.1,0.297,-122
923.27,0.296,-122
923.45,0.296,-121
923.63,0.296,-121
923.8,0.297,-121
923.98,0.297,-120
924.15,0.296,-120
924.33,0.296,-120
924.5,0.296,-119
924.67,0.296,-119
924.85,0.295,-119
925.02,0.295,-119
925.19,0.295,-118
925.36,0.295,-118
925.53,0.294,-118
925.71,0.294,-117
925.88,0.295,-117
926.05,0.294,-117
926.22,0.295,-116
926.38,0.294,-116
926.55,0.294,-115
926.72,0.294,-115
926.89,0.295,-115
927.05,0.294,-115
927.22,0.294,-114
927.39,0.293,-114
927.55,0.293,-113
927.72,0.293,-113
927.88,0.294,-113
928.04,0.292,-112
928.21,0.292,-112
928.37,0.293,-112
928.53,0.293,-111
928.69,0.292,-111
928.86,0.293,-111
929.02,0.291,-111
929.18,0.292,-110
929.34,0.292,-110
929.5,0.292,-110
929.66,0.291,-109
929.82,0.291,-109
929.97,0.291,-109
930.13,0.292,-109
930.29,0.291,-109
930.45,0.29,-108
930.61,0.291,-108
930.76,0.291,-108
930.92,0.291,-108
931.08,0.29,-107
931.23,0.29,-107
931.39,0.29,-107
931.54,0.289,-106
931.7,0.29,-106
931.85,0.29,-106
932.01,0.29,-106
932.16,0.289,-105
932.31,0.288,-105
932.46,0.29,-105
932.62,0.29,-105
932.77,0.289,-105
932.92,0.289,-104
933.07,0.289,-104
933.22,0.289,-104
933.37,0.288,-103
933.52,0.289,-103
933.67,0.289,-103
933.82,0.288,-103
933.97,0.289,-102
934.12,0.289,-102
934.27,0.288,-102
934.42,0.288,-102
934.57,0.288,-101
934.71,0.289,-101
934.86,0.288,-101
935.01,0.287,-101
935.15,0.287,-100
935.3,0.288,-100
935.44,0.288,-100
935.59,0.287,-100
935.73,0.286,-99
935.88,0.287,-99
936.02,0.287,-99
936.17,0.286,-99
936.31,0.287,-98
936.45,0.288,-98
936.59,0.286,-98
936.74,0.286,-98
936.88,0.286,-97
937.02,0.286,-97
937.16,0.285,-97
937.3,0.286,-97
937.44,0.286,-97
937.58,0.286,-97
937.72,0.286,-96
937.86,0.287,-96
938,0.285,-96
938.14,0.286,-96
938.28,0.285,-96
938.42,0.285,-96
938.56,0.286,-95
938.7,0.286,-95
938.84,0.285,-95
938.98,0.286,-95
939.11,0.285,-95
939.25,0.285,-94
939.39,0.286,-94
939.52,0.286,-94
939.66,0.286,-94
939.8,0.286,-94
939.93,0.285,-94
940.07,0.285,-93
940.21,0.284,-93
940.34,0.284,-93
940.48,0.284,-93
940.61,0.285,-93
940.75,0.284,-93
940.88,0.284,-92
941.01,0.285,-92
941.15,0.285,-92
941.28,0.284,-92
941.42,0.283,-91
941.55,0.283,-91
941.68,0.283,-91
941.81,0.284,-91
941.94,0.284,-91
942.08,0.284,-90
942.21,0.283,-90
942.34,0.284,-90
942.47,0.284,-90
942.6,0.283,-90
942.73,0.282,-90
942.86,0.283,-90
942.99,0.283,-89
943.12,0.282,-89
943.25,0.283,-89
943.38,0.283,-89
943.51,0.283,-89
943.64,0.283,-89
943.77,0.283,-89
943.9,0.283,-88
944.02,0.282,-88
944.15,0.282,-88
944.28,0.283,-88
944.41,0.282,-88
944.54,0.283,-88
944.66,0.281,-88
944.79,0.282,-87
944.92,0.281,-87
945.04,0.282,-87
945.17,0.282,-87
945.3,0.283,-87
945.42,0.282,-87
945.55,0.282,-87
945.68,0.282,-87
945.8,0.281,-87
945.93,0.282,-86
946.05,0.283,-87
946.18,0.282,-86
946.31,0.278,-86
946.43,0.282,-86
946.56,0.281,-86
946.68,0.282,-86
946.81,0.281,-86
946.93,0.281,-86
947.06,0.282,-86
947.18,0.282,-85
947.3,0.281,-85
947.43,0.281,-85
947.55,0.281,-85
947.67,0.281,-85
947.8,0.28,-85
947.92,0.281,-85
948.04,0.282,-85
948.17,0.281,-85
948.29,0.28,-85
948.41,0.281,-85
948.54,0.281,-85
948.66,0.281,-84
948.78,0.281,-84
948.91,0.28,-84
949.03,0.28,-84
949.15,0.281,-84
949.27,0.281,-84
949.39,0.281,-84
949.52,0.28,-84
949.64,0.281,-83
949.76,0.28,-83
949.88,0.28,-83
950,0.28,-83
950.12,0.28,-83
950.24,0.28,-83
950.36,0.28,-83
950.48,0.279,-83
950.6,0.279,-83
950.72,0.28,-83
950.84,0.279,-82
950.96,0.28,-82
951.08,0.28,-82
951.2,0.28,-82
951.32,0.279,-82
951.44,0.28,-82
951.56,0.279,-82
951.68,0.279,-82
951.8,0.279,-82
951.92,0.279,-81
952.03,0.28,-81
952.15,0.279,-81
952.27,0.279,-81
952.39,0.279,-81
952.5,0.279,-81
952.62,0.279,-81
952.74,0.279,-81
952.86,0.278,-80
952.97,0.279,-80
953.09,0.28,-80
953.21,0.279,-80
953.32,0.278,-80
953.44,0.278,-80
953.55,0.278,-79
953.67,0.278,-79
953.78,0.278,-79
953.9,0.278,-79
954.01,0.279,-80
954.13,0.279,-80
954.25,0.281,-79
954.36,0.278,-79
954.48,0.278,-79
954.59,0.278,-79
954.71,0.278,-79
954.82,0.278,-79
954.93,0.278,-79
955.05,0.278,-79
955.16,0.278,-79
955.28,0.278,-78
955.39,0.278,-78
955.51,0.278,-78
955.62,0.278,-78
955.73,0.278,-78
955.85,0.278,-78
955.96,0.278,-78
956.07,0.278,-78
956.19,0.278,-78
956.3,0.278,-77
956.41,0.278,-77
956.52,0.277,-77
956.63,0.277,-77
956.75,0.277,-77
956.86,0.277,-77
956.97,0.278,-77
957.08,0.277,-77
957.19,0.276,-77
957.31,0.277,-76
957.42,0.276,-76
957.53,0.276,-76
957.64,0.277,-76
957.75,0.276,-76
957.86,0.276,-76
957.97,0.277,-77
958.08,0.276,-76
958.19,0.277,-76
958.3,0.276,-76
958.41,0.276,-76
958.52,0.277,-76
958.63,0.278,-76
958.74,0.278,-76
958.85,0.277,-76
958.96,0.276,-76
959.07,0.277,-76
959.18,0.276,-76
959.29,0.276,-76
959.4,0.276,-75
959.51,0.276,-75
959.62,0.275,-75
959.73,0.277,-75
959.84,0.276,-75
959.95,0.277,-75
960.06,0.276,-75
960.17,0.276,-75
960.28,0.275,-75
960.39,0.276,-75
960.49,0.276,-75
960.6,0.276,-75
960.71,0.276,-75
960.82,0.276,-75
960.93,0.276,-75
961.04,0.275,-75
961.15,0.276,-75
961.26,0.275,-74
961.36,0.275,-74
961.47,0.276,-74
961.58,0.275,-74
961.69,0.276,-74
961.79,0.275,-74
961.9,0.276,-74
962.01,0.276,-74
962.12,0.275,-74
962.22,0.275,-74
962.33,0.276,-74
962.44,0.275,-74
962.55,0.274,-73
962.65,0.276,-73
962.76,0.275,-73
962.87,0.275,-73
962.97,0.275,-73
963.08,0.275,-73
963.18,0.275,-74
963.29,0.276,-73
963.4,0.276,-73
963.5,0.275,-73
963.61,0.275,-73
963.71,0.275,-73
963.82,0.275,-73
963.93,0.274,-73
964.03,0.275,-73
964.14,0.275,-73
964.25,0.276,-73
964.35,0.274,-73
964.46,0.274,-72
964.56,0.275,-72
964.67,0.274,-72
964.77,0.274,-72
964.88,0.274,-72
964.98,0.274,-72
965.08,0.274,-72
965.19,0.274,-72
965.29,0.275,-72
965.4,0.274,-72
965.5,0.275,-72
965.61,0.274,-72
965.71,0.274,-72
965.82,0.274,-71
965.92,0.273,-71
966.02,0.274,-71
966.13,0.274,-71
966.23,0.274,-71
966.33,0.274,-71
966.44,0.272,-71
966.54,0.273,-71
966.64,0.273,-71
966.75,0.274,-71
966.85,0.273,-71
966.95,0.274,-71
967.05,0.272,-71
967.16,0.274,-71
967.26,0.274,-71
967.36,0.272,-70
967.47,0.273,-70
967.57,0.273,-70
967.67,0.273,-70
967.77,0.273,-70
967.87,0.272,-70
967.97,0.273,-70
968.08,0.273,-70
968.18,0.273,-70
968.28,0.272,-70
968.38,0.272,-70
968.48,0.272,-70
968.58,0.272,-70
968.69,0.271,-70
968.79,0.271,-70
968.89,0.273,-69
968.99,0.273,-69
969.09,0.272,-69
969.19,0.272,-69
969.29,0.273,-69
969.39,0.271,-69
969.49,0.272,-69
969.59,0.273,-69
969.69,0.272,-69
969.79,0.272,-69
969.89,0.272,-69
969.99,0.272,-69
970.09,0.272,-68
970.19,0.272,-68
970.29,0.272,-69
970.39,0.271,-68
970.49,0.272,-68
970.59,0.271,-68
970.69,0.271,-68
970.79,0.271,-68
970.88,0.271,-68
970.98,0.272,-68
971.08,0.272,-68
971.18,0.272,-68
971.28,0.273,-68
971.38,0.271,-68
971.48,0.272,-68
971.58,0.272,-68
971.67,0.272,-68
971.77,0.271,-68
971.87,0.272,-68
971.97,0.272,-67
972.07,0.272,-67
972.17,0.272,-67
972.26,0.271,-67
972.36,0.271,-67
972.46,0.271,-67
972.55,0.271,-67
972.65,0.272,-67
972.75,0.271,-67
972.85,0.271,-67
972.94,0.271,-67
973.04,0.271,-67
973.14,0.272,-67
973.24,0.271,-67
973.33,0.271,-67
973.43,0.271,-67
973.53,0.272,-67
973.63,0.271,-66
973.72,0.271,-66
973.82,0.271,-66
973.91,0.271,-66
974.01,0.271,-66
974.1,0.271,-66
974.2,0.27,-66
974.3,0.271,-66
974.39,0.27,-66
974.49,0.27,-66
974.58,0.271,-66
974.68,0.271,-66
